"Time","Pyranometre_Est_Wm.mean","Pyranometre_Nord_Wm.mean","Pyranometre_Ouest_Wm.mean","Pyranometre_Sud_Wm.mean"
"2022-01-12-10",NA,NA,NA,NA
"2022-01-12-11",NA,NA,NA,NA
"2022-01-12-12",NA,NA,NA,NA
"2022-01-12-13",NA,NA,NA,NA
"2022-01-12-14",0,0,4.66666666666667,7.33333333333333
"2022-01-12-15",0,0,10.6665,10
"2022-01-12-16",0,0,0,0
"2022-01-12-17",0,0,0,0
"2022-01-12-18",0,0,0,0
"2022-01-12-19",0,0,0,0
"2022-01-12-20",0,0,0,0
"2022-01-12-21",0,0,0,0
"2022-01-12-22",0,0,0,0
"2022-01-12-23",0,0,0,0
"2022-01-13-00",0,0,0,0
"2022-01-13-01",0,0,0,0
"2022-01-13-02",0,0,0,0
"2022-01-13-03",0,0,0,0
"2022-01-13-04",0,0,0,0
"2022-01-13-05",0,0,0,0
"2022-01-13-06",0,0,0,0
"2022-01-13-07",0,0,0,0
"2022-01-13-08",0,0,0,0
"2022-01-13-09",0,0,0,0
"2022-01-13-10",0,0,0,0
"2022-01-13-11",0.5,2.5,2.5,369.08
"2022-01-13-12",1.5,4,9,457.06675
"2022-01-13-13",0,3,77.51325,465.52
"2022-01-13-14",0,3.5,256.5065,424.53325
"2022-01-13-15",0,1.5,206.10325,297.5465
"2022-01-13-16",0,0,51.0935,83.01325
"2022-01-13-17",0,0,0,0
"2022-01-13-18",0,0,0,0
"2022-01-13-19",0,0,0,0
"2022-01-13-20",0,0,0,0
"2022-01-13-21",0,0,0,0
"2022-01-13-22",0,0,0,0
"2022-01-13-23",0,0,0,0
"2022-01-14-00",0,0,0,0
"2022-01-14-01",0,0,0,0
"2022-01-14-02",0,0,0,0
"2022-01-14-03",0,0,0,0
"2022-01-14-04",0,0,0,0
"2022-01-14-05",0,0,0,0
"2022-01-14-06",0,0,0,0
"2022-01-14-07",0,0,0,0
"2022-01-14-08",0,0,0,0
"2022-01-14-09",0,0,0,0
"2022-01-14-10",0,0,0,0
"2022-01-14-11",0,1,1,378.01325
"2022-01-14-12",1,2.5,5,471.0665
"2022-01-14-13",0,3.5,76.33,481.04
"2022-01-14-14",0.5,1.5,267.7335,437.03975
"2022-01-14-15",0.5,0.5,217.42,325.05325
"2022-01-14-16",0.5,0,60.26675,95.50675
"2022-01-14-17",0,0,0,0
"2022-01-14-18",0,0,0,0
"2022-01-14-19",0,0,0,0
"2022-01-14-20",0,0,0,0
"2022-01-14-21",0,0,0,0
"2022-01-14-22",0,0,0,0
"2022-01-14-23",0,0,0,0
"2022-01-15-00",0,0,0,0
"2022-01-15-01",0,0,0,0
"2022-01-15-02",0,0,0,0
"2022-01-15-03",0,0,0,0
"2022-01-15-04",0,0,0,0
"2022-01-15-05",0,0,0,0
"2022-01-15-06",0,0,0,0
"2022-01-15-07",0,0,0,0
"2022-01-15-08",0,0,0,0
"2022-01-15-09",0,0,0,0
"2022-01-15-10",0,0,0,0
"2022-01-15-11",0.5,1.5,2,380.05325
"2022-01-15-12",1.5,4.08325,6,476.07975
"2022-01-15-13",2,2,71.33,487.54675
"2022-01-15-14",1,2.5,264.57325,436.5065
"2022-01-15-15",0,1.5,231.49675,326.5465
"2022-01-15-16",0,0,70.9365,108.02675
"2022-01-15-17",0,0,0,0
"2022-01-15-18",0,0,0,0
"2022-01-15-19",0,0,0,0
"2022-01-15-20",0,0,0,0
"2022-01-15-21",0,0,0,0
"2022-01-15-22",0,0,0,0
"2022-01-15-23",0,0,0,0
"2022-01-16-00",0,0,0,0
"2022-01-16-01",0,0,0,0
"2022-01-16-02",0,0,0,0
"2022-01-16-03",0,0,0,0
"2022-01-16-04",0,0,0,0
"2022-01-16-05",0,0,0,0
"2022-01-16-06",0,0,0,0
"2022-01-16-07",0,0,0,0
"2022-01-16-08",0,0,0,0
"2022-01-16-09",0,0,0,1.5
"2022-01-16-10",3,0,0,12
"2022-01-16-11",0,2,1,357.54675
"2022-01-16-12",0.5,1.5,4,467.0665
"2022-01-16-13",1,4,65.75325,479.0665
"2022-01-16-14",0,4.5,266.33325,428.56
"2022-01-16-15",0,1.5,238.82675,329.53325
"2022-01-16-16",0,0,71.52,111.02675
"2022-01-16-17",0,0,0,0
"2022-01-16-18",0,0,0,0
"2022-01-16-19",0,0,0,0
"2022-01-16-20",0,0,0,0
"2022-01-16-21",0,0,0,0
"2022-01-16-22",0,0,0,0
"2022-01-16-23",0,0,0,0
"2022-01-17-00",0,0,0,0
"2022-01-17-01",0,0,0,0
"2022-01-17-02",0,0,0,0
"2022-01-17-03",0,0,0,0
"2022-01-17-04",0,0,0,0
"2022-01-17-05",0,0,0,0
"2022-01-17-06",0,0,0,0
"2022-01-17-07",0,0,0,0
"2022-01-17-08",0,0,0,0
"2022-01-17-09",0,0,0,0
"2022-01-17-10",0,0,0,0
"2022-01-17-11",0,0,1,0.5
"2022-01-17-12",0.5,0,10.16675,23
"2022-01-17-13",1,2,80.01325,253.06
"2022-01-17-14",1,1,239,393.54675
"2022-01-17-15",0,0,211.26675,282.03975
"2022-01-17-16",0,0,55.59325,80.50675
"2022-01-17-17",0,0,0,0
"2022-01-17-18",0,0,0,0
"2022-01-17-19",0,0,0,0
"2022-01-17-20",0,0,0,0
"2022-01-17-21",0,0,0,0
"2022-01-17-22",0,0,0,0
"2022-01-17-23",0,0,0,0
"2022-01-18-00",0,0,0,0
"2022-01-18-01",0,0,0,0
"2022-01-18-02",0,0,0,0
"2022-01-18-03",0,0,0,0
"2022-01-18-04",0,0,0,0
"2022-01-18-05",0,0,0,0
"2022-01-18-06",0,0,0,0
"2022-01-18-07",0,0,0,0
"2022-01-18-08",0,0,0,0
"2022-01-18-09",0,0,0,0
"2022-01-18-10",1,0,0,8.5
"2022-01-18-11",11.5,2.08325,5,280.52675
"2022-01-18-12",1,6.5,13.58325,433.5465
"2022-01-18-13",1.5,3.5,72.25,447.01325
"2022-01-18-14",1,3.5,251.98675,411.01325
"2022-01-18-15",0.5,0.5,223.1865,294.5465
"2022-01-18-16",0,0,64.68,95.50675
"2022-01-18-17",0,0,0,0
"2022-01-18-18",0,0,0,0
"2022-01-18-19",0,0,0,0
"2022-01-18-20",0,0,0,0
"2022-01-18-21",0,0,0,0
"2022-01-18-22",0,0,0,0
"2022-01-18-23",0,0,0,0
"2022-01-19-00",0,0,0,0
"2022-01-19-01",0,0,0,0
"2022-01-19-02",0,0,0,0
"2022-01-19-03",0,0,0,0
"2022-01-19-04",0,0,0,0
"2022-01-19-05",0,0,0,0
"2022-01-19-06",0,0,0,0
"2022-01-19-07",0,0,0,0
"2022-01-19-08",0,0,0,0
"2022-01-19-09",0,0,0,0
"2022-01-19-10",0,0,0,9.5
"2022-01-19-11",6.41675,2,2,361.03325
"2022-01-19-12",0.5,4.5,7.5,457.04
"2022-01-19-13",1,4.5,72.923,463.54675
"2022-01-19-14",2,2.5,250.5065,408.05325
"2022-01-19-15",1,3,212.35975,282.02675
"2022-01-19-16",0,0,36.66675,41
"2022-01-19-17",0,0,0,0
"2022-01-19-18",0,0,0,0
"2022-01-19-19",0,0,0,0
"2022-01-19-20",0,0,0,0
"2022-01-19-21",0,0,0,0
"2022-01-19-22",0,0,0,0
"2022-01-19-23",0,0,0,0
"2022-01-20-00",0,0,0,0
"2022-01-20-01",0,0,0,0
"2022-01-20-02",0,0,0,0
"2022-01-20-03",0,0,0,0
"2022-01-20-04",0,0,0,0
"2022-01-20-05",0,0,0,0
"2022-01-20-06",0,0,0,0
"2022-01-20-07",0,0,0,0
"2022-01-20-08",0,0,0,0
"2022-01-20-09",0,0,0,0
"2022-01-20-10",0,0,0,10
"2022-01-20-11",9.33325,3.5,2,389.51325
"2022-01-20-12",3,4.58325,11.58325,455.0665
"2022-01-20-13",3,10.24975,76.33975,358.04675
"2022-01-20-14",5,9.66675,280.3735,452.0265
"2022-01-20-15",2,4.08325,209.77,283.01325
"2022-01-20-16",0,0.5,83.68,118.01325
"2022-01-20-17",0,0,0,0
"2022-01-20-18",0,0,0,0
"2022-01-20-19",0,0,0,0
"2022-01-20-20",0,0,0,0
"2022-01-20-21",0,0,0,0
"2022-01-20-22",0,0,0,0
"2022-01-20-23",0,0,0,0
"2022-01-21-00",0,0,0,0
"2022-01-21-01",0,0,0,0
"2022-01-21-02",0,0,0,0
"2022-01-21-03",0,0,0,0
"2022-01-21-04",0,0,0,0
"2022-01-21-05",0,0,0,0
"2022-01-21-06",0,0,0,0
"2022-01-21-07",0,0,0,0
"2022-01-21-08",0,0,0,0
"2022-01-21-09",0,0,0,1
"2022-01-21-10",0,0,0,4.5
"2022-01-21-11",1.5,0,2.5,8
"2022-01-21-12",0,0,1,0.5
"2022-01-21-13",0.5,0,4,6.5
"2022-01-21-14",0.5,0,4.5,3
"2022-01-21-15",0.5,0,25.49975,29
"2022-01-21-16",0,0,2.58325,4
"2022-01-21-17",0,0,0,0
"2022-01-21-18",0,0,0,0
"2022-01-21-19",0,0,0,0
"2022-01-21-20",0,0,0,0
"2022-01-21-21",0,0,0,0
"2022-01-21-22",0,0,0,0
"2022-01-21-23",0,0,0,0
"2022-01-22-00",0,0,0,0
"2022-01-22-01",0,0,0,0
"2022-01-22-02",0,0,0,0
"2022-01-22-03",0,0,0,0
"2022-01-22-04",0,0,0,0
"2022-01-22-05",0,0,0,0
"2022-01-22-06",0,0,0,0
"2022-01-22-07",0,0,0,0
"2022-01-22-08",0,0,0,0
"2022-01-22-09",0,0,0,0
"2022-01-22-10",0,0,0,12
"2022-01-22-11",18.67,1,2.5,381.5465
"2022-01-22-12",0,4.5,7,481.49325
"2022-01-22-13",0.5,7.08325,66.34,481.52
"2022-01-22-14",1,4,267.75975,430.5335
"2022-01-22-15",0,0.5,246.8135,323.04
"2022-01-22-16",0.5,0,83.7635,118.00675
"2022-01-22-17",0,0,0,0
"2022-01-22-18",0,0,0,0
"2022-01-22-19",0,0,0,0
"2022-01-22-20",0,0,0,0
"2022-01-22-21",0,0,0,0
"2022-01-22-22",0,0,0,0
"2022-01-22-23",0,0,0,0
"2022-01-23-00",0,0,0,0
"2022-01-23-01",0,0,0,0
"2022-01-23-02",0,0,0,0
"2022-01-23-03",0,0,0,0
"2022-01-23-04",0,0,0,0
"2022-01-23-05",0,0,0,0
"2022-01-23-06",0,0,0,0
"2022-01-23-07",0,0,0,0
"2022-01-23-08",0,0,0,0
"2022-01-23-09",0,0,0,0
"2022-01-23-10",0.5,0,0,14
"2022-01-23-11",21.08,1,4.5,381.55975
"2022-01-23-12",3,3,10.5,483.01325
"2022-01-23-13",1,4.58325,65.08325,480.5335
"2022-01-23-14",2,4,275.09325,442.0265
"2022-01-23-15",1,1,259.773,337.0535
"2022-01-23-16",0.5,0,92.84325,120.0135
"2022-01-23-17",0,0,0,0
"2022-01-23-18",0,0,0,0
"2022-01-23-19",0,0,0,0
"2022-01-23-20",0,0,0,0
"2022-01-23-21",0,0,0,0
"2022-01-23-22",0,0,0,0
"2022-01-23-23",0,0,0,0
"2022-01-24-00",0,0,0,0
"2022-01-24-01",0,0,0,0
"2022-01-24-02",0,0,0,0
"2022-01-24-03",0,0,0,0
"2022-01-24-04",0,0,0,0
"2022-01-24-05",0,0,0,0
"2022-01-24-06",0,0,0,0
"2022-01-24-07",0,0,0,0
"2022-01-24-08",0,0,0,0
"2022-01-24-09",0,0,0,0
"2022-01-24-10",0.5,0,0,19
"2022-01-24-11",23.59,0,3,393.01325
"2022-01-24-12",2.5,3.5,9,494.50675
"2022-01-24-13",2.5,4.5,58,493.52
"2022-01-24-14",1,5.58325,278.87975,450.08
"2022-01-24-15",4.5,1.5,268.02675,343.98675
"2022-01-24-16",0.5,0,103.77,131.03325
"2022-01-24-17",0,0,0,0
"2022-01-24-18",0,0,0,0
"2022-01-24-19",0,0,0,0
"2022-01-24-20",0,0,0,0
"2022-01-24-21",0,0,0,0
"2022-01-24-22",0,0,0,0
"2022-01-24-23",0,0,0,0
"2022-01-25-00",0,0,0,0
"2022-01-25-01",0,0,0,0
"2022-01-25-02",0,0,0,0
"2022-01-25-03",0,0,0,0
"2022-01-25-04",0,0,0,0
"2022-01-25-05",0,0,0,0
"2022-01-25-06",0,0,0,0
"2022-01-25-07",0,0,0,0
"2022-01-25-08",0,0,0,0
"2022-01-25-09",0,0,0,0
"2022-01-25-10",4.91675,0,0.5,25.5
"2022-01-25-11",19.59,2,2.5,397.04
"2022-01-25-12",1.5,6.08325,5,499.52
"2022-01-25-13",1,4,52.41675,503.57325
"2022-01-25-14",4,5.08325,283.42675,457.57325
"2022-01-25-15",0.5,2.5,272.0135,354.52
"2022-01-25-16",2,0.5,124.49325,141.02675
"2022-01-25-17",0,0,0,0
"2022-01-25-18",0,0,0,0
"2022-01-25-19",0,0,0,0
"2022-01-25-20",0,0,0,0
"2022-01-25-21",0,0,0,0
"2022-01-25-22",0,0,0,0
"2022-01-25-23",0,0,0,0
"2022-01-26-00",0,0,0,0
"2022-01-26-01",0,0,0,0
"2022-01-26-02",0,0,0,0
"2022-01-26-03",0,0,0,0
"2022-01-26-04",0,0,0,0
"2022-01-26-05",0,0,0,0
"2022-01-26-06",0,0,0,0
"2022-01-26-07",0,0,0,0
"2022-01-26-08",0,0,0,0
"2022-01-26-09",0,0,0,0
"2022-01-26-10",12.25325,0,0,29.5
"2022-01-26-11",24.58325,1.5,0.5,406.01325
"2022-01-26-12",3,4,6,499.04
"2022-01-26-13",1.5,8.16675,54.5065,508.5865
"2022-01-26-14",4.5,6,286.94675,459.5465
"2022-01-26-15",2.5,0.5,278.18675,355.53325
"2022-01-26-16",1.5,0,135.84675,149.54
"2022-01-26-17",0,0,0,0
"2022-01-26-18",0,0,0,0
"2022-01-26-19",0,0,0,0
"2022-01-26-20",0,0,0,0
"2022-01-26-21",0,0,0,0
"2022-01-26-22",0,0,0,0
"2022-01-26-23",0,0,0,0
"2022-01-27-00",0,0,0,0
"2022-01-27-01",0,0,0,0
"2022-01-27-02",0,0,0,0
"2022-01-27-03",0,0,0,0
"2022-01-27-04",0,0,0,0
"2022-01-27-05",0,0,0,0
"2022-01-27-06",0,0,0,0
"2022-01-27-07",0,0,0,0
"2022-01-27-08",0,0,0,0
"2022-01-27-09",0,0,0,0
"2022-01-27-10",0,0,0,0
"2022-01-27-11",0,0,1,0
"2022-01-27-12",2,0,7,7
"2022-01-27-13",4.5,2.5,66.9235,137.01325
"2022-01-27-14",1,4,239.9335,388.9865
"2022-01-27-15",0,0,233.17325,294.53325
"2022-01-27-16",0,0,98.93,101.51325
"2022-01-27-17",0,0,0,0
"2022-01-27-18",0,0,0,0
"2022-01-27-19",0,0,0,0
"2022-01-27-20",0,0,0,0
"2022-01-27-21",0,0,0,0
"2022-01-27-22",0,0,0,0
"2022-01-27-23",0,0,0,0
"2022-01-28-00",0,0,0,0
"2022-01-28-01",0,0,0,0
"2022-01-28-02",0,0,0,0
"2022-01-28-03",0,0,0,0
"2022-01-28-04",0,0,0,0
"2022-01-28-05",0,0,0,0
"2022-01-28-06",0,0,0,0
"2022-01-28-07",0,0,0,0
"2022-01-28-08",0,0,0,0
"2022-01-28-09",0,0,0,0
"2022-01-28-10",0,0,0,0
"2022-01-28-11",1,0,0.5,4
"2022-01-28-12",0,0,9.5,8.5
"2022-01-28-13",6.41675,2,39.08325,133.5
"2022-01-28-14",4,3.5,178.5935,289.0665
"2022-01-28-15",0,3,219.4265,277.04
"2022-01-28-16",0,0,112.1765,97.01325
"2022-01-28-17",0,0,0,0
"2022-01-28-18",0,0,0,0
"2022-01-28-19",0,0,0,0
"2022-01-28-20",0,0,0,0
"2022-01-28-21",0,0,0,0
"2022-01-28-22",0,0,0,0
"2022-01-28-23",0,0,0,0
"2022-01-29-00",0,0,0,0
"2022-01-29-01",0,0,0,0
"2022-01-29-02",0,0,0,0
"2022-01-29-03",0,0,0,0
"2022-01-29-04",0,0,0,0
"2022-01-29-05",0,0,0,0
"2022-01-29-06",0,0,0,0
"2022-01-29-07",0,0,0,0
"2022-01-29-08",0,0,0,0
"2022-01-29-09",0,0,0,0
"2022-01-29-10",3.5,0,0,11
"2022-01-29-11",5,0.5,10.5,98.99325
"2022-01-29-12",8.5,10.08325,21.75,457.573
"2022-01-29-13",1.5,8.6665,62.66,476.56
"2022-01-29-14",1.5,1.5,252.69325,398.52025
"2022-01-29-15",3,4.5,257.36,317.013
"2022-01-29-16",0.5,0.5,75.42325,64.51325
"2022-01-29-17",0,0,0,0
"2022-01-29-18",0,0,0,0
"2022-01-29-19",0,0,0,0
"2022-01-29-20",0,0,0,0
"2022-01-29-21",0,0,0,0
"2022-01-29-22",0,0,0,0
"2022-01-29-23",0,0,0,0
"2022-01-30-00",0,0,0,0
"2022-01-30-01",0,0,0,0
"2022-01-30-02",0,0,0,0
"2022-01-30-03",0,0,0,0
"2022-01-30-04",0,0,0,0
"2022-01-30-05",0,0,0,0
"2022-01-30-06",0,0,0,0
"2022-01-30-07",0,0,0,0
"2022-01-30-08",0,0,0,0
"2022-01-30-09",0,0,0,0
"2022-01-30-10",0,0,0,0
"2022-01-30-11",2,0,0,1
"2022-01-30-12",7.5,1.5,29.5835,107
"2022-01-30-13",0,3.5,72.57675,368.02025
"2022-01-30-14",0.5,6.6665,272.07975,433.5735
"2022-01-30-15",0.5,2.5,262.76,330.52
"2022-01-30-16",0.5,0,159.67,134.5135
"2022-01-30-17",0,0,0,0
"2022-01-30-18",0,0,0,0
"2022-01-30-19",0,0,0,0
"2022-01-30-20",0,0,0,0
"2022-01-30-21",0,0,0,0
"2022-01-30-22",0,0,0,0
"2022-01-30-23",0,0,0,0
"2022-01-31-00",0,0,0,0
"2022-01-31-01",0,0,0,0
"2022-01-31-02",0,0,0,0
"2022-01-31-03",0,0,0,0
"2022-01-31-04",0,0,0,0
"2022-01-31-05",0,0,0,0
"2022-01-31-06",0,0,0,0
"2022-01-31-07",0,0,0,0
"2022-01-31-08",0,0,0,0
"2022-01-31-09",0,0,0.5,1.5
"2022-01-31-10",7.5,0,4,27
"2022-01-31-11",4,0.5,1.5,17.5
"2022-01-31-12",3.41675,0,6,7
"2022-01-31-13",0.5,0,2.5,0.5
"2022-01-31-14",0,0,0,0
"2022-01-31-15",0,0,0,0
"2022-01-31-16",0,0,9.66675,5
"2022-01-31-17",0,0,0,0
"2022-01-31-18",0,0,0,0
"2022-01-31-19",0,0,0,0
"2022-01-31-20",0,0,0,0
"2022-01-31-21",0,0,0,0
"2022-01-31-22",0,0,0,0
"2022-01-31-23",0,0,0,0
"2022-02-01-00",0,0,0,0
"2022-02-01-01",0,0,0,0
"2022-02-01-02",0,0,0,0
"2022-02-01-03",0,0,0,0
"2022-02-01-04",0,0,0,0
"2022-02-01-05",0,0,0,0
"2022-02-01-06",0,0,0,0
"2022-02-01-07",0,0,0,0
"2022-02-01-08",0,0,0,0
"2022-02-01-09",0.5,0,0,0
"2022-02-01-10",41.17325,1.5,1.5,91.01325
"2022-02-01-11",22.08325,4,5,423.52
"2022-02-01-12",2.5,9.25,18.33325,524.1065
"2022-02-01-13",9.91675,14.25,111.24675,513.52025
"2022-02-01-14",5,12.1665,356.2,508.06675
"2022-02-01-15",5,2.58325,115.60325,155.52675
"2022-02-01-16",0,0,0,0
"2022-02-01-17",0,0,0,0
"2022-02-01-18",0,0,0,0
"2022-02-01-19",0,0,0,0
"2022-02-01-20",0,0,0,0
"2022-02-01-21",0,0,0,0
"2022-02-01-22",0,0,0,0
"2022-02-01-23",0,0,0,0
"2022-02-02-00",0,0,0,0
"2022-02-02-01",0,0,0,0
"2022-02-02-02",0,0,0,0
"2022-02-02-03",0,0,0,0
"2022-02-02-04",0,0,0,0
"2022-02-02-05",0,0,0,0
"2022-02-02-06",0,0,0,0
"2022-02-02-07",0,0,0,0
"2022-02-02-08",0,0,0,0
"2022-02-02-09",1.5,0,0,10.5
"2022-02-02-10",54.58025,2,13.6665,87.01325
"2022-02-02-11",24.66675,6.08325,5,433.0465
"2022-02-02-12",2.5,10.83325,16.08325,527.06675
"2022-02-02-13",2.5,10.33325,62.08975,530.53325
"2022-02-02-14",4.5,11.24975,314.04,480.5865
"2022-02-02-15",0.5,3.5,209.31325,266.48675
"2022-02-02-16",0.5,0,59.75325,31
"2022-02-02-17",0,0,0,0
"2022-02-02-18",0,0,0,0
"2022-02-02-19",0,0,0,0
"2022-02-02-20",0,0,0,0
"2022-02-02-21",0,0,0,0
"2022-02-02-22",0,0,0,0
"2022-02-02-23",0,0,0,0
"2022-02-03-00",0,0,0,0
"2022-02-03-01",0,0,0,0
"2022-02-03-02",0,0,0,0
"2022-02-03-03",0,0,0,0
"2022-02-03-04",0,0,0,0
"2022-02-03-05",0,0,0,0
"2022-02-03-06",0,0,0,0
"2022-02-03-07",0,0,0,0
"2022-02-03-08",0,0,0,0
"2022-02-03-09",0,0,0,0
"2022-02-03-10",55.92675,5.16675,13.75,112.00675
"2022-02-03-11",20.16675,7.6665,24.4165,202.52025
"2022-02-03-12",7.5,6.58325,39.75,227.02675
"2022-02-03-13",5,8.66675,39.33325,406.5
"2022-02-03-14",1,9.25,170.4365,272.52675
"2022-02-03-15",6,3.58325,119.84,139.5135
"2022-02-03-16",3,1,28.4165,26.5
"2022-02-03-17",0,0,0,0
"2022-02-03-18",0,0,0,0
"2022-02-03-19",0,0,0,0
"2022-02-03-20",0,0,0,0
"2022-02-03-21",0,0,0,0
"2022-02-03-22",0,0,0,0
"2022-02-03-23",0,0,0,0
"2022-02-04-00",0,0,0,0
"2022-02-04-01",0,0,0,0
"2022-02-04-02",0,0,0,0
"2022-02-04-03",0,0,0,0
"2022-02-04-04",0,0,0,0
"2022-02-04-05",0,0,0,0
"2022-02-04-06",0,0,0,0
"2022-02-04-07",0,0,0,0
"2022-02-04-08",0,0,0,0
"2022-02-04-09",0,0,0,0
"2022-02-04-10",0,0,0,0
"2022-02-04-11",1,0,2,0
"2022-02-04-12",2.5,1.5,12.6665,9
"2022-02-04-13",7.91675,3,36.58325,45
"2022-02-04-14",4,2,37.1665,37.5
"2022-02-04-15",4.5,5.75,206.58325,253.03325
"2022-02-04-16",0,0,1.5,3
"2022-02-04-17",0,0,0,0
"2022-02-04-18",0,0,0,0
"2022-02-04-19",0,0,0,0
"2022-02-04-20",0,0,0,0
"2022-02-04-21",0,0,0,0
"2022-02-04-22",0,0,0,0
"2022-02-04-23",0,0,0,0
"2022-02-05-00",0,0,0,0
"2022-02-05-01",0,0,0,0
"2022-02-05-02",0,0,0,0
"2022-02-05-03",0,0,0,0
"2022-02-05-04",0,0,0,0
"2022-02-05-05",0,0,0,0
"2022-02-05-06",0,0,0,0
"2022-02-05-07",0,0,0,0
"2022-02-05-08",0,0,0,0
"2022-02-05-09",0,0,0,1
"2022-02-05-10",26.9235,0.5,0.5,81.0265
"2022-02-05-11",6.41675,5.66675,9.08325,179.52
"2022-02-05-12",8,5.66675,17.74975,204
"2022-02-05-13",4.5,2.5,31.66675,108.51325
"2022-02-05-14",9.91675,6.08325,134.10325,204.54675
"2022-02-05-15",4,8.1665,267.3365,344.06
"2022-02-05-16",3,2.5,213.26975,231.02
"2022-02-05-17",0,0,2,0
"2022-02-05-18",0,0,0,0
"2022-02-05-19",0,0,0,0
"2022-02-05-20",0,0,0,0
"2022-02-05-21",0,0,0,0
"2022-02-05-22",0,0,0,0
"2022-02-05-23",0,0,0,0
"2022-02-06-00",0,0,0,0
"2022-02-06-01",0,0,0,0
"2022-02-06-02",0,0,0,0
"2022-02-06-03",0,0,0,0
"2022-02-06-04",0,0,0,0
"2022-02-06-05",0,0,0,0
"2022-02-06-06",0,0,0,0
"2022-02-06-07",0,0,0,0
"2022-02-06-08",0,0,0,0
"2022-02-06-09",0,0,0,0
"2022-02-06-10",69.08,0,2.5,125.5065
"2022-02-06-11",19.17325,10.33325,6,435.5065
"2022-02-06-12",22.16675,13.4165,38.75,402.0935
"2022-02-06-13",12.3335,10.9165,64.08325,232.5335
"2022-02-06-14",10.91675,5.16675,70.83325,106
"2022-02-06-15",2,0,15.83675,13.5
"2022-02-06-16",0.5,0.5,45.33325,42
"2022-02-06-17",0,0,0.5,0
"2022-02-06-18",0,0,0,0
"2022-02-06-19",0,0,0,0
"2022-02-06-20",0,0,0,0
"2022-02-06-21",0,0,0,0
"2022-02-06-22",0,0,0,0
"2022-02-06-23",0,0,0,0
"2022-02-07-00",0,0,0,0
"2022-02-07-01",0,0,0,0
"2022-02-07-02",0,0,0,0
"2022-02-07-03",0,0,0,0
"2022-02-07-04",0,0,0,0
"2022-02-07-05",0,0,0,0
"2022-02-07-06",0,0,0,0
"2022-02-07-07",0,0,0,0
"2022-02-07-08",0,0,0,0
"2022-02-07-09",0,0,0,0
"2022-02-07-10",91.17325,2,3,155.0135
"2022-02-07-11",18.66675,10.08325,22,476.56
"2022-02-07-12",4,6,19.16675,556
"2022-02-07-13",5,14.16675,40.6665,553.5735
"2022-02-07-14",4,5.5,330.08,509.04
"2022-02-07-15",3.5,10.24975,342.4,422.5335
"2022-02-07-16",2.5,3.5,233.19,258.03325
"2022-02-07-17",0,0,2,3.5
"2022-02-07-18",0,0,0,0
"2022-02-07-19",0,0,0,0
"2022-02-07-20",0,0,0,0
"2022-02-07-21",0,0,0,0
"2022-02-07-22",0,0,0,0
"2022-02-07-23",0,0,0,0
"2022-02-08-00",0,0,0,0
"2022-02-08-01",0,0,0,0
"2022-02-08-02",0,0,0,0
"2022-02-08-03",0,0,0,0
"2022-02-08-04",0,0,0,0
"2022-02-08-05",0,0,0,0
"2022-02-08-06",0,0,0,0
"2022-02-08-07",0,0,0,0
"2022-02-08-08",0,0,0,0
"2022-02-08-09",0,0,0,0
"2022-02-08-10",92.6,0,0,176.01325
"2022-02-08-11",17.66675,4,0.5,472.0665
"2022-02-08-12",7.5,5.5,9,560.48025
"2022-02-08-13",8,10.08325,33.5,549.5735
"2022-02-08-14",4.5,6,323.92,504.48
"2022-02-08-15",4,3.5,331.58675,410.56
"2022-02-08-16",3,1,231.01675,259.00675
"2022-02-08-17",0,0,4.08325,7
"2022-02-08-18",0,0,0,0
"2022-02-08-19",0,0,0,0
"2022-02-08-20",0,0,0,0
"2022-02-08-21",0,0,0,0
"2022-02-08-22",0,0,0,0
"2022-02-08-23",0,0,0,0
"2022-02-09-00",0,0,0,0
"2022-02-09-01",0,0,0,0
"2022-02-09-02",0,0,0,0
"2022-02-09-03",0,0,0,0
"2022-02-09-04",0,0,0,0
"2022-02-09-05",0,0,0,0
"2022-02-09-06",0,0,0,0
"2022-02-09-07",0,0,0,0
"2022-02-09-08",0,0,0,0
"2022-02-09-09",0,0,0,0
"2022-02-09-10",103.34675,0.5,0,181.01325
"2022-02-09-11",17.75325,1.5,5,484.56
"2022-02-09-12",10.41675,6.58325,9.5,558.5065
"2022-02-09-13",4.5,11.6665,37.08,555.04
"2022-02-09-14",5.5,10.333,324.86675,498.53325
"2022-02-09-15",1,2,329.1735,409.573
"2022-02-09-16",0.5,3,220.0235,246.52025
"2022-02-09-17",1,0,6.58325,10
"2022-02-09-18",0,0,0,0
"2022-02-09-19",0,0,0,0
"2022-02-09-20",0,0,0,0
"2022-02-09-21",0,0,0,0
"2022-02-09-22",0,0,0,0
"2022-02-09-23",0,0,0,0
"2022-02-10-00",0,0,0,0
"2022-02-10-01",0,0,0,0
"2022-02-10-02",0,0,0,0
"2022-02-10-03",0,0,0,0
"2022-02-10-04",0,0,0,0
"2022-02-10-05",0,0,0,0
"2022-02-10-06",0,0,0,0
"2022-02-10-07",0,0,0,0
"2022-02-10-08",0,0,0,0
"2022-02-10-09",0,0,0,0
"2022-02-10-10",103.90675,1.5,0.5,178.53325
"2022-02-10-11",14.33325,4.5,4,465.0135
"2022-02-10-12",7.5,8.58325,14.6665,535.52
